"","Province.State","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"Alabama-2020-01-22","Alabama","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-2020-01-23","Alabama","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-24","Alabama","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-25","Alabama","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-26","Alabama","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-27","Alabama","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-28","Alabama","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-29","Alabama","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-30","Alabama","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-01-31","Alabama","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-01","Alabama","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-02","Alabama","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-03","Alabama","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-04","Alabama","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-05","Alabama","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-06","Alabama","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-07","Alabama","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-08","Alabama","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-09","Alabama","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-10","Alabama","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-11","Alabama","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-12","Alabama","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-13","Alabama","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-14","Alabama","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-15","Alabama","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-16","Alabama","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-17","Alabama","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-18","Alabama","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-19","Alabama","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-20","Alabama","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-21","Alabama","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-22","Alabama","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-23","Alabama","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-24","Alabama","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-25","Alabama","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-26","Alabama","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-27","Alabama","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-28","Alabama","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-02-29","Alabama","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-01","Alabama","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-02","Alabama","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-03","Alabama","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-04","Alabama","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-05","Alabama","2020-03-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-06","Alabama","2020-03-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-07","Alabama","2020-03-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-08","Alabama","2020-03-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-09","Alabama","2020-03-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-10","Alabama","2020-03-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-11","Alabama","2020-03-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-12","Alabama","2020-03-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Alabama-2020-03-13","Alabama","2020-03-13",5,0,0,1,0,0,NA,NA,NA,NA,NA,5,0,0
"Alabama-2020-03-14","Alabama","2020-03-14",6,0,0,0.166666666666667,0,0,NA,NA,NA,NA,NA,1,0,0
"Alabama-2020-03-15","Alabama","2020-03-15",12,0,0,0.5,0,0,NA,NA,NA,NA,NA,6,0,0
"Alabama-2020-03-16","Alabama","2020-03-16",29,0,0,0.586206896551724,0,0,NA,NA,NA,NA,NA,17,0,0
"Alabama-2020-03-17","Alabama","2020-03-17",39,0,0,0.256410256410256,0,0,NA,NA,NA,NA,NA,10,0,0
"Alabama-2020-03-18","Alabama","2020-03-18",46,0,0,0.152173913043478,0,0,NA,NA,NA,NA,NA,7,0,0
"Alabama-2020-03-19","Alabama","2020-03-19",78,0,0,0.41025641025641,0,0,NA,NA,NA,NA,NA,32,0,0
"Alabama-2020-03-20","Alabama","2020-03-20",83,0,0,0.0602409638554217,0,0,NA,NA,NA,NA,NA,5,0,0
"Alabama-2020-03-21","Alabama","2020-03-21",131,0,0,0.366412213740458,0,0,NA,NA,0.249098751461205,NA,NA,48,0,0
"Alabama-2020-03-22","Alabama","2020-03-22",138,0,0,0.0507246376811594,0,0,NA,NA,0.207961627715386,NA,NA,7,0,0
"Alabama-2020-03-23","Alabama","2020-03-23",138,0,0,0,0,0,NA,NA,0.17752684510669,NA,NA,0,0,0
"Arizona-2020-01-22","Arizona","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona-2020-01-23","Arizona","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-24","Arizona","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-25","Arizona","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-26","Arizona","2020-01-26",1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0
"Arizona-2020-01-27","Arizona","2020-01-27",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-28","Arizona","2020-01-28",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-29","Arizona","2020-01-29",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-30","Arizona","2020-01-30",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-01-31","Arizona","2020-01-31",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-01","Arizona","2020-02-01",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-02","Arizona","2020-02-02",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-03","Arizona","2020-02-03",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-04","Arizona","2020-02-04",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-05","Arizona","2020-02-05",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-06","Arizona","2020-02-06",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-07","Arizona","2020-02-07",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-08","Arizona","2020-02-08",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-09","Arizona","2020-02-09",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-10","Arizona","2020-02-10",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-11","Arizona","2020-02-11",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-12","Arizona","2020-02-12",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-13","Arizona","2020-02-13",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-14","Arizona","2020-02-14",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-15","Arizona","2020-02-15",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-16","Arizona","2020-02-16",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-17","Arizona","2020-02-17",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-18","Arizona","2020-02-18",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-19","Arizona","2020-02-19",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-20","Arizona","2020-02-20",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-21","Arizona","2020-02-21",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-22","Arizona","2020-02-22",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-23","Arizona","2020-02-23",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-24","Arizona","2020-02-24",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-25","Arizona","2020-02-25",1,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,1
"Arizona-2020-02-26","Arizona","2020-02-26",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-27","Arizona","2020-02-27",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-28","Arizona","2020-02-28",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-02-29","Arizona","2020-02-29",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-01","Arizona","2020-03-01",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-02","Arizona","2020-03-02",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-03","Arizona","2020-03-03",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-04","Arizona","2020-03-04",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-05","Arizona","2020-03-05",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-06","Arizona","2020-03-06",2,0,1,0.5,0,0,NA,NA,NA,NA,NA,1,0,0
"Arizona-2020-03-07","Arizona","2020-03-07",4,0,1,0.5,0,0,NA,NA,NA,NA,NA,2,0,0
"Arizona-2020-03-08","Arizona","2020-03-08",4,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-09","Arizona","2020-03-09",4,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-10","Arizona","2020-03-10",6,0,1,0.333333333333333,0,0,NA,NA,NA,NA,NA,2,0,0
"Arizona-2020-03-11","Arizona","2020-03-11",9,0,1,0.333333333333333,0,0,NA,NA,NA,NA,NA,3,0,0
"Arizona-2020-03-12","Arizona","2020-03-12",9,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-13","Arizona","2020-03-13",9,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arizona-2020-03-14","Arizona","2020-03-14",12,0,1,0.25,0,0,NA,NA,NA,NA,NA,3,0,0
"Arizona-2020-03-15","Arizona","2020-03-15",13,0,1,0.0769230769230769,0,0,NA,NA,NA,NA,NA,1,0,0
"Arizona-2020-03-16","Arizona","2020-03-16",18,0,1,0.277777777777778,0,0,NA,NA,NA,NA,NA,5,0,0
"Arizona-2020-03-17","Arizona","2020-03-17",20,0,1,0.1,0,0,NA,NA,NA,NA,NA,2,0,0
"Arizona-2020-03-18","Arizona","2020-03-18",27,0,0,0.259259259259259,0,-Inf,NA,NA,NA,NA,NA,7,0,-1
"Arizona-2020-03-19","Arizona","2020-03-19",45,0,0,0.4,0,0,NA,NA,NA,NA,NA,18,0,0
"Arizona-2020-03-20","Arizona","2020-03-20",78,0,0,0.423076923076923,0,0,NA,NA,NA,NA,NA,33,0,0
"Arizona-2020-03-21","Arizona","2020-03-21",118,1,0,0.338983050847458,1,0,NA,NA,0.304263846636728,NA,NA,40,1,0
"Arizona-2020-03-22","Arizona","2020-03-22",152,2,0,0.223684210526316,0.5,0,NA,NA,0.329000688741991,NA,NA,34,1,0
"Arizona-2020-03-23","Arizona","2020-03-23",152,2,0,0,0,0,NA,NA,0.277148836890139,NA,NA,0,0,0
"Arkansas-2020-01-22","Arkansas","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas-2020-01-23","Arkansas","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-24","Arkansas","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-25","Arkansas","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-26","Arkansas","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-27","Arkansas","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-28","Arkansas","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-29","Arkansas","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-30","Arkansas","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-01-31","Arkansas","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-01","Arkansas","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-02","Arkansas","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-03","Arkansas","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-04","Arkansas","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-05","Arkansas","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-06","Arkansas","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-07","Arkansas","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-08","Arkansas","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-09","Arkansas","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-10","Arkansas","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-11","Arkansas","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-12","Arkansas","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-13","Arkansas","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-14","Arkansas","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-15","Arkansas","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-16","Arkansas","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-17","Arkansas","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-18","Arkansas","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-19","Arkansas","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-20","Arkansas","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-21","Arkansas","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-22","Arkansas","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-23","Arkansas","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-24","Arkansas","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-25","Arkansas","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-26","Arkansas","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-27","Arkansas","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-28","Arkansas","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-02-29","Arkansas","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-01","Arkansas","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-02","Arkansas","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-03","Arkansas","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-04","Arkansas","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-05","Arkansas","2020-03-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-06","Arkansas","2020-03-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-07","Arkansas","2020-03-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-08","Arkansas","2020-03-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-09","Arkansas","2020-03-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-10","Arkansas","2020-03-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-11","Arkansas","2020-03-11",1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0
"Arkansas-2020-03-12","Arkansas","2020-03-12",6,0,0,0.833333333333333,0,0,NA,NA,NA,NA,NA,5,0,0
"Arkansas-2020-03-13","Arkansas","2020-03-13",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-14","Arkansas","2020-03-14",12,0,0,0.5,0,0,NA,NA,NA,NA,NA,6,0,0
"Arkansas-2020-03-15","Arkansas","2020-03-15",16,0,0,0.25,0,0,NA,NA,NA,NA,NA,4,0,0
"Arkansas-2020-03-16","Arkansas","2020-03-16",22,0,0,0.272727272727273,0,0,NA,NA,NA,NA,NA,6,0,0
"Arkansas-2020-03-17","Arkansas","2020-03-17",22,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Arkansas-2020-03-18","Arkansas","2020-03-18",33,0,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,11,0,0
"Arkansas-2020-03-19","Arkansas","2020-03-19",62,0,0,0.467741935483871,0,0,NA,NA,NA,NA,NA,29,0,0
"Arkansas-2020-03-20","Arkansas","2020-03-20",96,0,0,0.354166666666667,0,0,NA,NA,NA,NA,NA,34,0,0
"Arkansas-2020-03-21","Arkansas","2020-03-21",122,0,0,0.213114754098361,0,0,NA,NA,0.273671337916446,NA,NA,26,0,0
"Arkansas-2020-03-22","Arkansas","2020-03-22",165,0,0,0.260606060606061,0,0,NA,NA,0.325792550037658,NA,NA,43,0,0
"Arkansas-2020-03-23","Arkansas","2020-03-23",165,0,0,0,0,0,NA,NA,0.259125883370992,NA,NA,0,0,0
"California-2020-01-22","California","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California-2020-01-23","California","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-24","California","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-25","California","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-26","California","2020-01-26",2,0,0,1,0,0,NA,NA,NA,NA,NA,2,0,0
"California-2020-01-27","California","2020-01-27",2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-28","California","2020-01-28",2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-29","California","2020-01-29",2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-30","California","2020-01-30",2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-01-31","California","2020-01-31",3,0,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,1,0,0
"California-2020-02-01","California","2020-02-01",3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-02","California","2020-02-02",3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-03","California","2020-02-03",6,0,0,0.5,0,0,NA,NA,NA,NA,NA,3,0,0
"California-2020-02-04","California","2020-02-04",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-05","California","2020-02-05",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-06","California","2020-02-06",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-07","California","2020-02-07",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-08","California","2020-02-08",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-09","California","2020-02-09",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-10","California","2020-02-10",6,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-11","California","2020-02-11",7,0,0,0.142857142857143,0,0,NA,NA,NA,NA,NA,1,0,0
"California-2020-02-12","California","2020-02-12",7,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-13","California","2020-02-13",8,0,0,0.125,0,0,NA,NA,NA,NA,NA,1,0,0
"California-2020-02-14","California","2020-02-14",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-15","California","2020-02-15",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-16","California","2020-02-16",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-17","California","2020-02-17",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-18","California","2020-02-18",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-19","California","2020-02-19",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-20","California","2020-02-20",8,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-21","California","2020-02-21",10,0,2,0.2,0,1,NA,NA,NA,NA,NA,2,0,2
"California-2020-02-22","California","2020-02-22",10,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-23","California","2020-02-23",10,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-24","California","2020-02-24",10,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-25","California","2020-02-25",10,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-26","California","2020-02-26",10,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-27","California","2020-02-27",11,0,2,0.0909090909090909,0,0,NA,NA,NA,NA,NA,1,0,0
"California-2020-02-28","California","2020-02-28",11,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-02-29","California","2020-02-29",12,0,2,0.0833333333333333,0,0,NA,NA,NA,NA,NA,1,0,0
"California-2020-03-01","California","2020-03-01",12,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0
"California-2020-03-02","California","2020-03-02",21,0,2,0.428571428571429,0,0,NA,NA,NA,NA,NA,9,0,0
"California-2020-03-03","California","2020-03-03",25,0,2,0.16,0,0,NA,NA,NA,NA,NA,4,0,0
"California-2020-03-04","California","2020-03-04",35,1,2,0.285714285714286,1,0,NA,NA,NA,NA,NA,10,1,0
"California-2020-03-05","California","2020-03-05",51,1,2,0.313725490196078,0,0,NA,NA,NA,NA,NA,16,0,0
"California-2020-03-06","California","2020-03-06",59,1,2,0.135593220338983,0,0,NA,NA,NA,NA,NA,8,0,0
"California-2020-03-07","California","2020-03-07",81,1,2,0.271604938271605,0,0,NA,NA,NA,NA,NA,22,0,0
"California-2020-03-08","California","2020-03-08",95,1,2,0.147368421052632,0,0,NA,NA,NA,NA,NA,14,0,0
"California-2020-03-09","California","2020-03-09",101,1,2,0.0594059405940594,0,0,NA,NA,0.185539602090671,NA,NA,6,0,0
"California-2020-03-10","California","2020-03-10",144,2,2,0.298611111111111,0.5,0,NA,NA,0.182516726273678,NA,NA,43,1,0
"California-2020-03-11","California","2020-03-11",177,3,2,0.186440677966102,0.333333333333333,0,NA,NA,0.192686217799102,NA,NA,33,1,0
