"","Country.Region","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","active","active_lag14","active_lag7","confirmed_lag7","confirmed_lag14","new_confirmed","new_deaths","new_recovered","new_confirmed_lag7","new_confirmed_lag14","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"Belgium-2020-03-09","Belgium","2020-03-09",239,0,1,0.163179916317992,0,0,NA,NA,238,0,7,8,1,39,0,0,6,0,0.350898781157307,NA,NA,39,0,0
"Belgium-2020-03-10","Belgium","2020-03-10",267,0,1,0.104868913857678,0,0,NA,NA,266,0,12,13,1,28,0,0,5,0,0.263872563928842,NA,NA,28,0,0
"Belgium-2020-03-11","Belgium","2020-03-11",314,3,1,0.14968152866242,1,0,NA,NA,310,0,22,23,1,47,3,0,10,0,0.185551988927381,NA,NA,47,3,0
"Belgium-2020-03-12","Belgium","2020-03-12",314,3,1,0,0,0,NA,NA,310,0,49,50,1,0,0,0,27,0,0.114546071767618,NA,NA,0,0,0
"Belgium-2020-03-13","Belgium","2020-03-13",559,3,1,0.438282647584973,0,0,NA,NA,555,0,108,109,1,245,0,0,59,0,0.171202601284613,NA,NA,245,0,0
"Belgium-2020-03-14","Belgium","2020-03-14",689,4,1,0.188679245283019,0.25,0,NA,NA,684,0,168,169,1,130,1,0,60,0,0.176302467077618,NA,NA,130,1,0
"Belgium-2020-03-15","Belgium","2020-03-15",886,4,1,0.22234762979684,0,0,NA,NA,881,1,199,200,2,197,0,0,31,1,0.19979821026545,NA,NA,197,0,0
"Belgium-2020-03-16","Belgium","2020-03-16",1058,5,1,0.162570888468809,0.2,0,NA,NA,1052,7,238,239,8,172,1,0,39,6,0.202376082226728,NA,NA,172,1,0
"Belgium-2020-03-17","Belgium","2020-03-17",1243,10,1,0.148833467417538,0.5,0,NA,NA,1232,12,266,267,13,185,5,0,28,5,0.232142775710236,NA,NA,185,5,0
"Belgium-2020-03-18","Belgium","2020-03-18",1486,14,31,0.163526244952894,0.285714285714286,0.967741935483871,NA,NA,1441,22,310,314,23,243,4,30,47,10,0.17719149518382,NA,NA,243,4,30
"Belgium-2020-03-19","Belgium","2020-03-19",1795,21,31,0.172144846796657,0.333333333333333,0,NA,NA,1743,49,310,314,50,309,7,0,0,27,0.173884615486548,NA,NA,309,7,0
"Belgium-2020-03-20","Belgium","2020-03-20",2257,37,1,0.204696499778467,0.432432432432432,-30,NA,NA,2219,108,555,559,109,462,16,-30,245,59,0.170354389482873,NA,NA,462,16,-30
"Belgium-2020-03-21","Belgium","2020-03-21",2815,67,263,0.198223801065719,0.447761194029851,0.996197718631179,NA,0.0934280639431616,2485,168,684,689,169,558,30,262,130,60,0.177484972002255,NA,-5.60721206917699,558,30,262
"Belgium-2020-03-22","Belgium","2020-03-22",3401,75,263,0.172302264039988,0.106666666666667,0,NA,0.0773301970008821,3063,199,881,886,200,586,8,0,197,31,0.182178731326745,NA,-5.60721206917699,586,8,0
"Belgium-2020-03-23","Belgium","2020-03-23",3743,88,263,0.0913705583756345,0.147727272727273,0,NA,0.0702644937216137,3392,238,1052,1058,239,342,13,0,172,39,0.167747594011293,NA,-5.80076045627376,342,13,0
"Brazil-2020-01-22","Brazil","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Brazil-2020-01-23","Brazil","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-24","Brazil","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-25","Brazil","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-26","Brazil","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-27","Brazil","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-28","Brazil","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-29","Brazil","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Brazil-2020-01-30","Brazil","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-01-31","Brazil","2020-01-31",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-01","Brazil","2020-02-01",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-02","Brazil","2020-02-02",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-03","Brazil","2020-02-03",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-04","Brazil","2020-02-04",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-05","Brazil","2020-02-05",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Brazil-2020-02-06","Brazil","2020-02-06",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-07","Brazil","2020-02-07",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-08","Brazil","2020-02-08",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-09","Brazil","2020-02-09",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-10","Brazil","2020-02-10",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-11","Brazil","2020-02-11",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-12","Brazil","2020-02-12",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-13","Brazil","2020-02-13",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-14","Brazil","2020-02-14",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-15","Brazil","2020-02-15",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-16","Brazil","2020-02-16",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-17","Brazil","2020-02-17",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-18","Brazil","2020-02-18",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-19","Brazil","2020-02-19",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-20","Brazil","2020-02-20",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-21","Brazil","2020-02-21",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-22","Brazil","2020-02-22",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-23","Brazil","2020-02-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-24","Brazil","2020-02-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-25","Brazil","2020-02-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-26","Brazil","2020-02-26",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Brazil-2020-02-27","Brazil","2020-02-27",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-28","Brazil","2020-02-28",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-02-29","Brazil","2020-02-29",2,0,0,0.5,0,0,NA,NA,2,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Brazil-2020-03-01","Brazil","2020-03-01",2,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-03-02","Brazil","2020-03-02",2,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-03-03","Brazil","2020-03-03",2,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-03-04","Brazil","2020-03-04",4,0,0,0.5,0,0,NA,NA,4,0,1,1,0,2,0,0,1,0,NA,NA,NA,2,0,0
"Brazil-2020-03-05","Brazil","2020-03-05",4,0,0,0,0,0,NA,NA,4,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Brazil-2020-03-06","Brazil","2020-03-06",13,0,0,0.692307692307692,0,0,NA,NA,13,0,1,1,0,9,0,0,0,0,NA,NA,NA,9,0,0
"Brazil-2020-03-07","Brazil","2020-03-07",13,0,0,0,0,0,NA,NA,13,0,2,2,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Brazil-2020-03-08","Brazil","2020-03-08",20,0,0,0.35,0,0,NA,NA,20,0,2,2,0,7,0,0,0,0,NA,NA,NA,7,0,0
"Brazil-2020-03-09","Brazil","2020-03-09",25,0,0,0.2,0,0,NA,NA,25,0,2,2,0,5,0,0,0,0,NA,NA,NA,5,0,0
"Brazil-2020-03-10","Brazil","2020-03-10",31,0,0,0.193548387096774,0,0,NA,NA,31,0,2,2,0,6,0,0,0,0,NA,NA,NA,6,0,0
"Brazil-2020-03-11","Brazil","2020-03-11",38,0,0,0.184210526315789,0,0,NA,NA,38,1,4,4,1,7,0,0,2,1,NA,NA,NA,7,0,0
"Brazil-2020-03-12","Brazil","2020-03-12",52,0,0,0.269230769230769,0,0,NA,NA,52,1,4,4,1,14,0,0,0,0,NA,NA,NA,14,0,0
"Brazil-2020-03-13","Brazil","2020-03-13",151,0,0,0.655629139072848,0,0,NA,NA,151,1,13,13,1,99,0,0,9,0,0.300523764343236,NA,NA,99,0,0
"Brazil-2020-03-14","Brazil","2020-03-14",151,0,0,0,0,0,NA,NA,151,2,13,13,2,0,0,0,0,1,0.260523764343236,NA,NA,0,0,0
"Brazil-2020-03-15","Brazil","2020-03-15",162,0,0,0.0679012345679012,0,0,NA,NA,162,2,20,20,2,11,0,0,7,0,0.235394333837462,NA,NA,11,0,0
"Brazil-2020-03-16","Brazil","2020-03-16",200,0,1,0.19,0,1,NA,NA,199,2,25,25,2,38,0,1,5,0,0.236552228574304,NA,NA,38,0,1
"Brazil-2020-03-17","Brazil","2020-03-17",321,1,2,0.376947040498442,1,0.5,NA,NA,318,2,31,31,2,121,1,1,6,0,0.258095482827838,NA,NA,121,1,1
"Brazil-2020-03-18","Brazil","2020-03-18",372,3,2,0.137096774193548,0.666666666666667,0,NA,NA,367,4,38,38,4,51,2,0,7,2,0.154389009851978,NA,NA,51,2,0
"Brazil-2020-03-19","Brazil","2020-03-19",621,6,2,0.400966183574879,0.5,0,NA,NA,613,4,52,52,4,249,3,0,14,0,0.234582246566954,NA,NA,249,3,0
"Brazil-2020-03-20","Brazil","2020-03-20",793,11,2,0.216897856242119,0.454545454545455,0,NA,NA,780,13,151,151,13,172,5,0,99,9,0.264381570901798,NA,NA,172,5,0
"Brazil-2020-03-21","Brazil","2020-03-21",1021,15,2,0.223310479921645,0.266666666666667,0,NA,NA,1004,13,151,151,13,228,4,0,0,0,0.271043666886127,NA,NA,228,4,0
"Brazil-2020-03-22","Brazil","2020-03-22",1546,25,2,0.339586028460543,0.4,0,NA,NA,1519,20,162,162,20,525,10,0,11,7,0.263571464478547,NA,NA,525,10,0
"Brazil-2020-03-23","Brazil","2020-03-23",1924,34,2,0.196465696465696,0.264705882352941,0,NA,NA,1888,25,199,200,25,378,9,0,38,5,0.275445248932977,NA,NA,378,9,0
"Canada-2020-01-22","Canada","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Canada-2020-01-23","Canada","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-01-24","Canada","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-01-25","Canada","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-01-26","Canada","2020-01-26",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Canada-2020-01-27","Canada","2020-01-27",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-01-28","Canada","2020-01-28",2,0,0,0.5,0,0,NA,NA,2,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Canada-2020-01-29","Canada","2020-01-29",2,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Canada-2020-01-30","Canada","2020-01-30",2,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-01-31","Canada","2020-01-31",4,0,0,0.5,0,0,NA,NA,4,0,0,0,0,2,0,0,0,0,NA,NA,NA,2,0,0
"Canada-2020-02-01","Canada","2020-02-01",4,0,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-02","Canada","2020-02-02",4,0,0,0,0,0,NA,NA,4,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Canada-2020-02-03","Canada","2020-02-03",4,0,0,0,0,0,NA,NA,4,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-04","Canada","2020-02-04",4,0,0,0,0,0,NA,NA,4,0,2,2,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Canada-2020-02-05","Canada","2020-02-05",5,0,0,0.2,0,0,NA,NA,5,0,2,2,0,1,0,0,0,NA,NA,NA,NA,1,0,0
"Canada-2020-02-06","Canada","2020-02-06",5,0,0,0,0,0,NA,NA,5,0,2,2,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-07","Canada","2020-02-07",7,0,0,0.285714285714286,0,0,NA,NA,7,0,4,4,0,2,0,0,2,0,NA,NA,NA,2,0,0
"Canada-2020-02-08","Canada","2020-02-08",7,0,0,0,0,0,NA,NA,7,0,4,4,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-09","Canada","2020-02-09",7,0,0,0,0,0,NA,NA,7,1,4,4,1,0,0,0,0,1,NA,NA,NA,0,0,0
"Canada-2020-02-10","Canada","2020-02-10",7,0,0,0,0,0,NA,NA,7,1,4,4,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-11","Canada","2020-02-11",7,0,0,0,0,0,NA,NA,7,2,4,4,2,0,0,0,0,1,NA,NA,NA,0,0,0
"Canada-2020-02-12","Canada","2020-02-12",7,0,1,0,0,1,NA,NA,6,2,5,5,2,0,0,1,1,0,NA,NA,NA,0,0,1
"Canada-2020-02-13","Canada","2020-02-13",7,0,1,0,0,0,NA,NA,6,2,5,5,2,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-14","Canada","2020-02-14",7,0,1,0,0,0,NA,NA,6,4,7,7,4,0,0,0,2,2,NA,NA,NA,0,0,0
"Canada-2020-02-15","Canada","2020-02-15",7,0,1,0,0,0,NA,NA,6,4,7,7,4,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-16","Canada","2020-02-16",7,0,1,0,0,0,NA,NA,6,4,7,7,4,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-17","Canada","2020-02-17",8,0,1,0.125,0,0,NA,NA,7,4,7,7,4,1,0,0,0,0,NA,NA,NA,1,0,0
"Canada-2020-02-18","Canada","2020-02-18",8,0,1,0,0,0,NA,NA,7,4,7,7,4,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-19","Canada","2020-02-19",8,0,1,0,0,0,NA,NA,7,5,6,7,5,0,0,0,0,1,NA,NA,NA,0,0,0
"Canada-2020-02-20","Canada","2020-02-20",8,0,1,0,0,0,NA,NA,7,5,6,7,5,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-21","Canada","2020-02-21",9,0,3,0.111111111111111,0,0.666666666666667,NA,NA,6,7,6,7,7,1,0,2,0,2,NA,NA,NA,1,0,2
"Canada-2020-02-22","Canada","2020-02-22",9,0,3,0,0,0,NA,NA,6,7,6,7,7,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-23","Canada","2020-02-23",9,0,3,0,0,0,NA,NA,6,7,6,7,7,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-24","Canada","2020-02-24",10,0,3,0.1,0,0,NA,NA,7,7,7,8,7,1,0,0,1,0,NA,NA,NA,1,0,0
"Canada-2020-02-25","Canada","2020-02-25",11,0,3,0.0909090909090909,0,0,NA,NA,8,7,7,8,7,1,0,0,0,0,NA,NA,NA,1,0,0
"Canada-2020-02-26","Canada","2020-02-26",11,0,3,0,0,0,NA,NA,8,6,7,8,7,0,0,0,0,0,NA,NA,NA,0,0,0
"Canada-2020-02-27","Canada","2020-02-27",13,0,6,0.153846153846154,0,0.5,NA,NA,7,6,7,8,7,2,0,3,0,0,NA,NA,NA,2,0,3
"Canada-2020-02-28","Canada","2020-02-28",14,0,6,0.0714285714285714,0,0,NA,NA,8,6,6,9,7,1,0,0,1,0,NA,NA,NA,1,0,0
"Canada-2020-02-29","Canada","2020-02-29",20,0,6,0.3,0,0,NA,NA,14,6,6,9,7,6,0,0,0,0,NA,NA,NA,6,0,0
"Canada-2020-03-01","Canada","2020-03-01",24,0,6,0.166666666666667,0,0,NA,NA,18,6,6,9,7,4,0,0,0,0,NA,NA,NA,4,0,0
"Canada-2020-03-02","Canada","2020-03-02",27,0,6,0.111111111111111,0,0,NA,NA,21,7,7,10,8,3,0,0,1,1,NA,NA,NA,3,0,0
"Canada-2020-03-03","Canada","2020-03-03",30,0,6,0.1,0,0,NA,NA,24,7,8,11,8,3,0,0,1,0,NA,NA,NA,3,0,0
"Canada-2020-03-04","Canada","2020-03-04",33,0,6,0.0909090909090909,0,0,NA,NA,27,7,8,11,8,3,0,0,0,0,NA,NA,NA,3,0,0
"Canada-2020-03-05","Canada","2020-03-05",37,0,6,0.108108108108108,0,0,NA,NA,31,7,7,13,8,4,0,0,2,0,NA,NA,NA,4,0,0
"Canada-2020-03-06","Canada","2020-03-06",49,0,6,0.244897959183673,0,0,NA,NA,43,6,8,14,9,12,0,0,1,1,NA,NA,NA,12,0,0
"Canada-2020-03-07","Canada","2020-03-07",54,0,8,0.0925925925925926,0,0.25,NA,NA,46,6,14,20,9,5,0,2,6,0,NA,NA,NA,5,0,2
"Canada-2020-03-08","Canada","2020-03-08",64,0,8,0.15625,0,0,NA,NA,56,6,18,24,9,10,0,0,4,0,NA,NA,NA,10,0,0
"Canada-2020-03-09","Canada","2020-03-09",77,1,8,0.168831168831169,1,0,NA,NA,68,7,21,27,10,13,1,0,3,1,NA,NA,NA,13,1,0
"Canada-2020-03-10","Canada","2020-03-10",79,1,8,0.0253164556962025,0,0,NA,NA,70,8,24,30,11,2,0,0,3,1,NA,NA,NA,2,0,0
"Canada-2020-03-11","Canada","2020-03-11",108,1,8,0.268518518518519,0,0,NA,NA,99,8,27,33,11,29,0,0,3,0,0.142301747127696,NA,NA,29,0,0
"Canada-2020-03-12","Canada","2020-03-12",117,1,8,0.0769230769230769,0,0,NA,NA,108,7,31,37,13,9,0,0,4,2,0.139167843993793,NA,NA,9,0,0
"Canada-2020-03-13","Canada","2020-03-13",193,1,8,0.393782383419689,0,0,NA,NA,184,8,43,49,14,76,0,0,12,1,0.186674320677731,NA,NA,76,0,0
"Canada-2020-03-14","Canada","2020-03-14",198,1,8,0.0252525252525253,0,0,NA,NA,189,14,46,54,20,5,0,0,5,6,0.157958591962002,NA,NA,5,0,0
"Canada-2020-03-15","Canada","2020-03-15",252,1,8,0.214285714285714,0,0,NA,NA,243,18,56,64,24,54,0,0,10,4,0.195752443679905,NA,NA,54,0,0
"Canada-2020-03-16","Canada","2020-03-16",415,4,9,0.392771084337349,0.75,0.111111111111111,NA,NA,402,21,68,77,27,163,3,1,13,3,0.220602956843671,NA,NA,163,3,1
"Canada-2020-03-17","Canada","2020-03-17",478,5,9,0.131799163179916,0.2,0,NA,NA,464,24,70,79,30,63,1,0,2,3,0.231578174095039,NA,NA,63,1,0
"Canada-2020-03-18","Canada","2020-03-18",657,8,9,0.272450532724505,0.375,0,NA,NA,640,27,99,108,33,179,3,0,29,3,0.207311803956002,NA,NA,179,3,0
"Canada-2020-03-19","Canada","2020-03-19",800,9,9,0.17875,0.111111111111111,0,NA,NA,782,31,108,117,37,143,1,0,9,4,0.238011298905497,NA,NA,143,1,0
"Canada-2020-03-20","Canada","2020-03-20",943,12,9,0.151643690349947,0.25,0,NA,NA,922,43,184,193,49,143,3,0,76,12,0.225482894118344,NA,NA,143,3,0
"Canada-2020-03-21","Canada","2020-03-21",1277,19,10,0.261550509005482,0.368421052631579,0.1,NA,NA,1248,46,189,198,54,334,7,1,5,5,0.19923877905197,NA,NA,334,7,1
"Canada-2020-03-22","Canada","2020-03-22",1469,20,10,0.13070115724983,0.05,0,NA,NA,1439,56,243,252,64,192,1,0,54,10,0.199019177865953,NA,NA,192,1,0
"Canada-2020-03-23","Canada","2020-03-23",2088,24,10,0.296455938697318,0.166666666666667,0,NA,NA,2054,68,402,415,77,619,4,0,163,13,0.203820259060515,NA,NA,619,4,0
"China-2020-01-22","China","2020-01-22",548,17,28,NA,NA,NA,NA,NA,503,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"China-2020-01-23","China","2020-01-23",643,18,30,0.147744945567652,0.0555555555555556,0.0666666666666667,NA,NA,595,0,0,0,0,95,1,2,0,0,NA,NA,NA,95,1,2
"China-2020-01-24","China","2020-01-24",920,26,36,0.301086956521739,0.307692307692308,0.166666666666667,NA,NA,858,0,0,0,0,277,8,6,0,0,NA,NA,NA,277,8,6
"China-2020-01-25","China","2020-01-25",1406,42,39,0.345661450924609,0.380952380952381,0.0769230769230769,NA,NA,1325,0,0,0,0,486,16,3,0,0,NA,NA,NA,486,16,3
"China-2020-01-26","China","2020-01-26",2075,56,49,0.322409638554217,0.25,0.204081632653061,NA,NA,1970,0,0,0,0,669,14,10,0,0,NA,NA,NA,669,14,10
"China-2020-01-27","China","2020-01-27",2877,82,58,0.278762599930483,0.317073170731707,0.155172413793103,NA,NA,2737,0,0,0,0,802,26,9,0,0,0.27913311829974,NA,NA,802,26,9
"China-2020-01-28","China","2020-01-28",5509,131,101,0.477763659466328,0.374045801526718,0.425742574257426,0.0237792702849882,0.0183336358685787,5277,0,0,0,0,2632,49,43,0,0,0.345136861079475,0.325952732180623,0.205717272858667,2632,49,43
"China-2020-01-29","China","2020-01-29",6087,133,120,0.0949564645966815,0.0150375939849624,0.158333333333333,0.0218498439296862,0.019714144898965,5834,0,503,548,0,578,2,19,NA,0,0.303910762694464,0.267421789439154,0.204050606192,578,2,19
"China-2020-01-30","China","2020-01-30",8141,171,135,0.252303156860337,0.222222222222222,0.111111111111111,0.0210047905662695,0.0165827293944233,7835,0,595,643,0,2054,38,15,95,0,0.285239103881609,0.235675757693122,0.210888213029607,2054,38,15
"China-2020-01-31","China","2020-01-31",9802,213,214,0.169455213221791,0.197183098591549,0.369158878504673,0.0217302591307896,0.0218322791267088,9375,0,858,920,0,1661,42,79,277,0,0.254648218815124,0.225112377411432,0.243903662199929,1661,42,79
"China-2020-02-01","China","2020-02-01",11891,259,275,0.175679085022286,0.177606177606178,0.221818181818182,0.0217811790429737,0.0231267345050879,11357,0,1325,1406,0,2089,46,61,486,0,0.234031515833485,0.197218978786326,0.257232815804945,2089,46,61
"China-2020-02-02","China","2020-02-02",16630,361,463,0.284966927239928,0.282548476454294,0.406047516198704,0.0217077570655442,0.0278412507516536,15806,0,1970,2075,0,4739,102,188,669,0,0.195472169388205,0.178919513771841,0.253293804193201,4739,102,188
"China-2020-02-03","China","2020-02-03",19716,425,614,0.156522621221343,0.150588235294118,0.245928338762215,0.0215560965713126,0.0311422195171434,18677,0,2737,2877,0,3086,64,151,802,0,0.207785400713137,0.206029642033672,0.270812805278977,3086,64,151
"China-2020-02-04","China","2020-02-04",23707,491,843,0.168346901758974,0.134419551934827,0.271648873072361,0.0207111823512043,0.0355591175602143,22373,0,5277,5509,0,3991,66,229,2632,0,0.190994149692864,0.188469107976193,0.302920357671227,3991,66,229
"China-2020-02-05","China","2020-02-05",27440,563,1115,0.136042274052478,0.127886323268206,0.243946188340807,0.0205174927113703,0.040634110787172,25762,503,5834,6087,548,3733,72,272,578,NA,0.184311561859002,0.174609752911524,0.277877819638454,3733,72,272
"China-2020-02-06","China","2020-02-06",30587,633,1477,0.102886847353451,0.110584518167457,0.245091401489506,0.020695066531533,0.048288488573577,28477,595,7835,8141,643,3147,70,362,2054,95,0.169753114325235,0.16120542102378,0.282532463572719,3147,70,362
"China-2020-02-07","China","2020-02-07",34110,718,1999,0.103283494576371,0.118384401114206,0.261130565282641,0.0210495455878042,0.0586045148050425,31393,858,9375,9802,920,3523,85,522,1661,277,0.133416427792523,0.128372605955763,0.253549073389506,3523,85,522
"China-2020-02-08","China","2020-02-08",36814,805,2596,0.0734503178138752,0.108074534161491,0.229969183359014,0.0218666811539088,0.0705166512739719,33413,1325,11357,11891,1406,2704,87,597,2089,486,0.11680196711103,0.119869865729237,0.250357242308866,2704,87,597
"China-2020-02-09","China","2020-02-09",39829,905,3219,0.075698611564438,0.110497237569061,0.193538365952159,0.0227221371362575,0.0808205076702905,35705,1970,15806,16630,2075,3015,100,623,4739,669,0.0982723090721225,0.115085402856084,0.234735140884825,3015,100,623
"China-2020-02-10","China","2020-02-10",42354,1012,3918,0.059616565141427,0.105731225296443,0.178407350689127,0.023893847098267,0.0925060206828163,37424,2737,18677,19716,2877,2525,107,699,3086,802,0.0829871672899123,0.110654383261731,0.221627373354489,2525,107,699
